Plate ID,Age,lat,lon,rot,rot_rel_plate_ID
2007,90,37.61,29.55,26.17,701
2007,100,35.39,37.88,34.66,701
2007,110,37.84,37.57,41.86,701
2007,120,39.88,38.04,49.13,701
2007,130,39.46,37.45,49.7,701
2022,50,65.75,41.65,15.17,701
2022,60,66.17,0.39,19.34,701
2022,70,57.51,-20.86,25.61,701
2022,80,54.07,-11.18,30.97,701
2022,90,51.26,3.09,37.04,701
2022,100,47.5,15.7,43.89,701
2022,110,47.13,17.71,51.19,701
2022,120,47.11,19.86,58.5,701
2022,130,46.6,19.49,59.03,701
2030,50,39.93,-41.56,26,701
2030,60,44.94,-41.69,28.29,701
2030,70,47.22,-41.07,30.84,701
2030,80,48.74,-39.76,36.18,701
2030,90,47.31,-38.27,42.28,701
2030,100,45.6,-37.3,48.57,701
2030,110,44.26,-36.58,54.89,701
2030,120,43.41,-36.24,58.39,701
2030,130,42.29,-34.31,60.93,701
2030,140,39.26,-32.49,61.61,701
2030,150,39.26,-32.49,61.61,701
2030,160,39.26,-32.49,61.61,701
2030,170,39.26,-32.49,61.61,701
2030,180,39.26,-32.49,61.61,701
2030,190,39.26,-32.49,61.61,701
2030,200,39.26,-32.49,61.61,701
2031,50,16.51,-49.3,26.31,701
2031,60,17.15,-46.32,25.16,701
2031,70,17.88,-41.22,25.78,701
2031,80,21.31,-31.72,29.98,701
2031,90,24.57,-18.56,33.72,701
2031,100,25.94,-4.76,38.18,701
2031,110,28.34,-0.08,44.64,701
2031,120,30.39,4.03,51.16,701
2031,130,29.69,3.33,51.98,701
2035,50,0.06,85.99,28.23,701
2035,60,5.71,89.99,28.57,701
2035,70,-12.37,-89.49,-28.47,701
2035,80,23.09,88.32,28.86,701
2035,90,36.01,81.14,31.28,701
2035,100,45.92,68.29,35.68,701
2035,110,52.73,58.22,42,701
2035,120,57.19,63.51,44.3,701
2035,130,55.72,64.52,47.56,701
2035,140,51.88,63.84,49.53,701
2035,150,49.98,68.73,51.02,701
2035,160,47.99,71.71,52.18,701
2035,170,49.65,72.33,54.16,701
2035,180,51.73,70.38,55.85,701
2035,190,51.73,70.38,55.85,701
2035,200,51.73,70.38,55.85,701
2040,50,5.46,82.58,21.14,701
2040,60,13.09,87.44,21.77,701
2040,70,21.67,87.53,22.16,701
2040,80,34.4,83.47,23.57,701
2040,90,40.2,76.66,29.57,701
2040,100,39.16,72.26,38.58,701
2040,110,42.9,47.78,45.03,701
2040,120,45.69,64.79,51.89,701
2040,130,45.53,63.75,52.29,701
2047,50,38.49,-22.74,10.06,701
2047,60,54.83,-22.58,11.56,701
2047,70,59.72,-24.3,14.65,701
2047,80,54.53,-7.4,20.01,701
2047,90,50.76,11.73,26.44,701
2047,100,46.08,25.88,33.95,701
2047,110,46.25,26.7,41.32,701
2047,120,46.72,28.02,48.71,701
2047,130,46.15,27.5,49.24,701
3089,50,48.73,14.63,-8.26,701
3089,60,48.73,14.63,-8.26,701
3089,70,48.73,14.63,-8.26,701
3089,80,48.73,14.63,-8.26,701
3089,90,48.73,14.63,-8.26,701
3089,100,48.73,14.63,-8.26,701
3089,110,48.73,14.63,-8.26,701
3089,120,48.73,14.63,-8.26,701
3089,130,48.73,14.63,-8.26,701
3089,140,48.73,14.63,-8.26,701
3089,150,48.73,14.63,-8.26,701
3089,160,48.73,14.63,-8.26,701
3089,170,48.73,14.63,-8.26,701
3089,180,48.73,14.63,-8.26,701
3089,190,48.73,14.63,-8.26,701
3089,200,48.73,14.63,-8.26,701
3546,50,30.04,29.84,-0.51,701
3546,60,30.04,29.84,-0.51,701
3546,70,30.04,29.84,-0.51,701
3546,80,30.04,29.84,-0.51,701
3546,90,8.26,-3.85,0.95,701
3546,100,13.95,3.43,3.07,701
3546,110,14.97,4.79,5.2,701
3546,120,15.39,5.37,7.34,701
3546,130,15.39,5.37,7.34,701
3546,140,15.39,5.37,7.34,701
3546,150,15.39,5.37,7.34,701
3546,160,15.39,5.37,7.34,701
3546,170,15.39,5.37,7.34,701
3546,180,15.39,5.37,7.34,701
3546,190,15.39,5.37,7.34,701
3546,200,15.39,5.37,7.34,701
3547,50,35.61,9.18,-0.97,701
3547,60,35.61,9.18,-0.97,701
3547,70,35.61,9.18,-0.97,701
3547,80,35.61,9.18,-0.97,701
3547,90,-17.39,3.52,0.57,701
3547,100,9.54,6.16,2.63,701
3547,110,12.65,6.47,4.76,701
3547,120,13.84,6.59,6.89,701
3547,130,13.84,6.59,6.89,701
3547,140,13.84,6.59,6.89,701
3547,150,13.84,6.59,6.89,701
3547,160,13.84,6.59,6.89,701
3547,170,13.84,6.59,6.89,701
3547,180,13.84,6.59,6.89,701
3547,190,13.84,6.59,6.89,701
3547,200,13.84,6.59,6.89,701
7079,50,52.06,15.98,12.01,701
7079,60,52.6,10.6,14.59,701
7079,70,51.55,5.43,16.73,701
7079,80,50.75,3.33,18.72,701
7079,90,49.18,0.53,24.97,701
7079,100,45.81,-2.08,33.36,701
7079,110,45.48,-2,41.69,701
7079,120,45.45,-1.55,50.1,701
7079,130,46.67,-1.17,52.8,701
7079,140,47.77,-0.94,55.08,701
7079,150,48.99,-0.77,57.79,701
7079,160,50.96,0.78,62.14,701
7079,170,52.45,1.62,66.45,701
7079,180,52.67,0.72,69.5,701
7079,190,52.67,0.72,69.5,701
7079,200,52.67,0.72,69.5,701
